id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5041476585,Patrick Pantel,https://api.openalex.org/works?filter=author.id:A5041476585,36,90,GB
https://openalex.org/A5060116992,Daxin Jiang,https://api.openalex.org/works?filter=author.id:A5060116992,42,285,FI
https://openalex.org/A5101468872,Xiaohui Sun,https://api.openalex.org/works?filter=author.id:A5101468872,10,35,CN
https://openalex.org/A5055903716,Zhen Liao,https://api.openalex.org/works?filter=author.id:A5055903716,15,104,CN
https://openalex.org/A5015094039,Ho‐Jin Choi,https://api.openalex.org/works?filter=author.id:A5015094039,21,231,KR
https://openalex.org/A5103128304,Jun‐Won Kang,https://api.openalex.org/works?filter=author.id:A5103128304,19,95,KR
https://openalex.org/A5069137598,Dong‐Hyun Kang,https://api.openalex.org/works?filter=author.id:A5069137598,54,322,KR
https://openalex.org/A5081584731,Dongsheng Guan,https://api.openalex.org/works?filter=author.id:A5081584731,29,58,US
https://openalex.org/A5080320634,Peter Gray,https://api.openalex.org/works?filter=author.id:A5080320634,29,298,US
https://openalex.org/A5078641288,B. Shafer,https://api.openalex.org/works?filter=author.id:A5078641288,2,3,US
https://openalex.org/A5004567412,Juming Tang,https://api.openalex.org/works?filter=author.id:A5004567412,90,530,US
https://openalex.org/A5087459011,Kinue Ito,https://api.openalex.org/works?filter=author.id:A5087459011,1,7,US
https://openalex.org/A5076514379,Frank Younce,https://api.openalex.org/works?filter=author.id:A5076514379,15,27,US
https://openalex.org/A5101364455,Teng Yang,https://api.openalex.org/works?filter=author.id:A5101364455,8,22,CN
https://openalex.org/A5083132577,Hun-Gu Sagong,https://api.openalex.org/works?filter=author.id:A5083132577,6,7,KR
https://openalex.org/A5100322269,Sang‐Hyun Park,https://api.openalex.org/works?filter=author.id:A5100322269,24,103,KR
https://openalex.org/A5044229450,Young Jin Choi,https://api.openalex.org/works?filter=author.id:A5044229450,24,116,KR
https://openalex.org/A5060992488,Sangryeol Ryu,https://api.openalex.org/works?filter=author.id:A5060992488,57,304,KR
https://openalex.org/A5109276070,Sandra M. McCurdy,https://api.openalex.org/works?filter=author.id:A5109276070,14,33,US
https://openalex.org/A5021990013,Masami T. Takeuchi,https://api.openalex.org/works?filter=author.id:A5021990013,9,10,IT
https://openalex.org/A5077626199,Zena Edwards,https://api.openalex.org/works?filter=author.id:A5077626199,4,13,US
https://openalex.org/A5071006460,Miriam Edlefsen,https://api.openalex.org/works?filter=author.id:A5071006460,10,21,US
https://openalex.org/A5019316892,V. Elaine Mayes,https://api.openalex.org/works?filter=author.id:A5019316892,1,1,US
https://openalex.org/A5109923923,Virginia N. Hillers,https://api.openalex.org/works?filter=author.id:A5109923923,16,27,US
https://openalex.org/A5074888081,HyunJae Lee,https://api.openalex.org/works?filter=author.id:A5074888081,3,8,US
https://openalex.org/A5073348089,Jae‐Won Ha,https://api.openalex.org/works?filter=author.id:A5073348089,23,84,KR
https://openalex.org/A5028646513,Eunjin Jeong,https://api.openalex.org/works?filter=author.id:A5028646513,7,31,KR
